lane,shipment_count,total_emissions,average_emissions,average_utilization,average_speed_kmph,average_transit_time_hrs,average_co2_per_ton_km,hotspot_tag,recommendation_summary
Ahmedabad - Chennai,8,6496.7,812.0875,77.125,52.25,38.6625,0.05289375,Normal,Monitor performance
Ahmedabad - Cuttack,8,1283.8,160.475,74.75,44.8375,10.325,0.070774375,Normal,Monitor performance
Ahmedabad - Darbhanga,16,10405.3,650.33125,65,49.3875,28.15625,0.068934875,Low Utilization Lane,Improve load planning and shipment consolidation
Ahmedabad - Davangere,12,3100.6,258.3833333,74.08333333,50.18333333,14.81666667,0.029431083,Normal,Monitor performance
Ahmedabad - Dehradun,8,1913,239.125,66.625,47.6875,13.15,0.036171,Normal,Monitor performance
Ahmedabad - Dhanbad,7,2630.3,375.7571429,63.57142857,49.15714286,20.85714286,0.022030429,Low Utilization Lane,Improve load planning and shipment consolidation
Ahmedabad - Durgapur,4,2413,603.25,65.25,51.725,26.05,0.03687175,Low Utilization Lane,Improve load planning and shipment consolidation
Ahmedabad - Erode,14,11185.1,798.9357143,69.92857143,48.47857143,40.05714286,0.049275643,Normal,Monitor performance
Ahmedabad - Faridabad,10,7775.2,777.52,64,49.74,30.96,0.0382342,Low Utilization Lane,Improve load planning and shipment consolidation
Ahmedabad - Ghaziabad,12,8648.9,720.7416667,65.25,50.03333333,26.19166667,0.047256917,Low Utilization Lane,Improve load planning and shipment consolidation
Ahmedabad - Guntur,8,6032.3,754.0375,80.75,50.4875,33.5625,0.051441375,Normal,Monitor performance
Ahmedabad - Gurgaon,8,3706.8,463.35,78,46.225,24.9,0.030116375,Normal,Monitor performance
Ahmedabad - Guwahati,6,1985.1,330.85,61.83333333,49.88333333,25.21666667,0.027,Low Utilization Lane,Improve load planning and shipment consolidation
Ahmedabad - Gwalior,6,3401.2,566.8666667,63.16666667,48.91666667,28.81666667,0.035196,Low Utilization Lane,Improve load planning and shipment consolidation
Ahmedabad - Haldia,10,8378.1,837.81,75.4,50.36,35.77,0.0355799,Normal,Monitor performance
Ahmedabad - Haridwar,4,4197.2,1049.3,91.5,51.725,41.575,0.032064,Normal,Monitor performance
Ahmedabad - Hassan,14,6874,491,71.92857143,50.41428571,30.64285714,0.031719,Normal,Monitor performance
Ahmedabad - Hisar,6,4105.3,684.2166667,66,49.55,25.26666667,0.051428833,Normal,Monitor performance
Ahmedabad - Hoshangabad,9,2186.1,242.9,67.66666667,46.8,12.56666667,0.052135,Normal,Monitor performance
Ahmedabad - Hubli,8,2748.5,343.5625,68.75,52.5875,16.475,0.04071975,Normal,Monitor performance
Ahmedabad - Hyderabad,8,6298.1,787.2625,67,50.8625,36.95,0.026208,Normal,Monitor performance
Ahmedabad - Imphal,10,3601.3,360.13,75,54.76,20.04,0.0382963,Normal,Monitor performance
Ahmedabad - Indore,9,2370.3,263.3666667,71.55555556,44.02222222,15.37777778,0.061021667,Normal,Monitor performance
Ahmedabad - Jaipur,6,3383.2,563.8666667,67.83333333,46.78333333,25.4,0.032601333,Normal,Monitor performance
Ahmedabad - Jalandhar,8,3828.9,478.6125,72.5,45.725,28.4875,0.043223,Normal,Monitor performance
Ahmedabad - Jammu,9,4574.2,508.2444444,68.88888889,49.83333333,22.3,0.054934889,Normal,Monitor performance
Ahmedabad - Kakinada,7,5167.5,738.2142857,71.14285714,52.08571429,27.41428571,0.062671857,Normal,Monitor performance
Ahmedabad - Kanpur,8,7422.4,927.8,70.875,53.8625,35.5375,0.0459175,Normal,Monitor performance
Ahmedabad - Karur,12,4739.5,394.9583333,71.58333333,56.75,15.325,0.0761345,Normal,Monitor performance
Ahmedabad - Katni,8,3436.4,429.55,64,49.4125,21.4,0.0257555,Low Utilization Lane,Improve load planning and shipment consolidation
Ahmedabad - Kharagpur,9,4877.3,541.9222222,77.44444444,47.91111111,25,0.031567111,Normal,Monitor performance
Ahmedabad - Kochi,14,10092.7,720.9071429,64.07142857,48.5,34.15,0.064717357,Low Utilization Lane,Improve load planning and shipment consolidation
Ahmedabad - Kolhapur,5,3183.7,636.74,72.2,48.1,40.26,0.0409538,Normal,Monitor performance
Ahmedabad - Kolkata,5,1403.1,280.62,66,50.64,16.14,0.0892368,Normal,Monitor performance
Ahmedabad - Korba,11,12527.8,1138.890909,65,52.5,45.24545455,0.073583727,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Ahmedabad - Kota,16,10416.8,651.05,70.875,51.53125,24.925,0.062282813,Normal,Monitor performance
Ahmedabad - Lucknow,9,4569.6,507.7333333,76.55555556,47.42222222,22.33333333,0.062689889,Normal,Monitor performance
Ahmedabad - Ludhiana,10,11644.9,1164.49,70.3,51.75,38.68,0.0824323,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Ahmedabad - Madurai,15,3258.8,217.2533333,80.06666667,49.48666667,12.96,0.0839158,Normal,Monitor performance
Ahmedabad - Mangalore,8,4259.8,532.475,75.375,48.8,26.0125,0.046068125,Normal,Monitor performance
Ahmedabad - Meerut,6,5276.7,879.45,64.33333333,51.75,41.98333333,0.059776833,Low Utilization Lane,Improve load planning and shipment consolidation
Ahmedabad - Moradabad,11,3408.6,309.8727273,66.36363636,49.15454545,21.3,0.036200273,Normal,Monitor performance
Ahmedabad - Mumbai,13,15834.3,1218.023077,72.92307692,54.01538462,42.2,0.111240615,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Ahmedabad - Nagpur,6,1931.9,321.9833333,69.66666667,52.55,16.25,0.0449595,Normal,Monitor performance
Ahmedabad - Nashik,15,6384.9,425.66,70.6,49.70666667,27.62666667,0.033358867,Normal,Monitor performance
Ahmedabad - Noida,11,12511.4,1137.4,71.81818182,54.42727273,42.60909091,0.061249727,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Ahmedabad - Panipat,11,3761.8,341.9818182,66.54545455,50.39090909,17.70909091,0.065731273,Normal,Monitor performance
Ahmedabad - Patna,14,8508,607.7142857,67.78571429,52.02142857,24.89285714,0.036453929,Normal,Monitor performance
Ahmedabad - Prayagraj,10,7753.6,775.36,83.9,50.6,33.51,0.053362,Normal,Monitor performance
Ahmedabad - Pune,9,2610.9,290.1,62.44444444,47.67777778,17.65555556,0.060484444,Low Utilization Lane,Improve load planning and shipment consolidation
Ahmedabad - Purnia,7,7629,1089.857143,76.28571429,50.58571429,43.52857143,0.035016571,Normal,Monitor performance
Ahmedabad - Raipur,11,7292,662.9090909,68.90909091,48.13636364,31.48181818,0.081155273,Normal,Monitor performance
Ahmedabad - Ratlam,10,5451.7,545.17,79.2,55.44,28.06,0.0561522,Normal,Monitor performance
Ahmedabad - Rewa,7,2017.4,288.2,74.28571429,45.67142857,16.78571429,0.035701143,Normal,Monitor performance
Ahmedabad - Rohtak,7,2058.1,294.0142857,72.42857143,49.22857143,11.98571429,0.132392286,Normal,Monitor performance
Ahmedabad - Rourkela,14,6559.7,468.55,73.71428571,51.82142857,26.44285714,0.052127143,Normal,Monitor performance
Ahmedabad - Sagar,9,6353,705.8888889,75.55555556,54.32222222,34.04444444,0.040265,Normal,Monitor performance
Ahmedabad - Salem,17,9757.5,573.9705882,72.11764706,50,23.94117647,0.056895412,Normal,Monitor performance
Ahmedabad - Sangli,12,8076.1,673.0083333,65.25,47.10833333,27.33333333,0.06161775,Low Utilization Lane,Improve load planning and shipment consolidation
Ahmedabad - Shillong,7,7483.7,1069.1,77.85714286,51.27142857,31.92857143,0.124869857,Normal,Monitor performance
Ahmedabad - Siliguri,8,4257.4,532.175,67.75,55.4625,21.7875,0.084843,Normal,Monitor performance
Ahmedabad - Solapur,7,6478.1,925.4428571,67.57142857,50.12857143,35.7,0.055206857,Normal,Monitor performance
Ahmedabad - Sonipat,10,4343.6,434.36,63.8,49.27,21.08,0.0526726,Low Utilization Lane,Improve load planning and shipment consolidation
Ahmedabad - Surat,7,2689.3,384.1857143,73.71428571,47.55714286,21.28571429,0.072984,Normal,Monitor performance
Ahmedabad - Thiruvananthapuram,14,4914.4,351.0285714,69.35714286,49.64285714,21.29285714,0.062560857,Normal,Monitor performance
Ahmedabad - Tirunelveli,9,816.3,90.7,67.77777778,51.16666667,7.488888889,0.085885,Normal,Monitor performance
Ahmedabad - Tirupati,11,5857.4,532.4909091,69.72727273,48.84545455,23.19090909,0.054388364,Normal,Monitor performance
Ahmedabad - Tiruppur,13,13652.4,1050.184615,75.38461538,51.06923077,36.9,0.044436077,Normal,Monitor performance
Ahmedabad - Trichy,15,4876.5,325.1,69.4,52.58666667,18.61333333,0.052293933,Normal,Monitor performance
Ahmedabad - Tuticorin,7,3920.6,560.0857143,69.28571429,52.67142857,28.47142857,0.030679571,Normal,Monitor performance
Ahmedabad - Udaipur,13,7618.5,586.0384615,68.61538462,50.12307692,27.78461538,0.039728077,Normal,Monitor performance
Ahmedabad - Ujjain,12,4738,394.8333333,65.58333333,45.29166667,26.01666667,0.032225083,Low Utilization Lane,Improve load planning and shipment consolidation
Ahmedabad - Varanasi,15,8660.4,577.36,74.73333333,45.93333333,28.54,0.049734067,Normal,Monitor performance
Ahmedabad - Vidisha,6,5503.2,917.2,70,53.3,38.66666667,0.0528895,Normal,Monitor performance
Ahmedabad - Vijayawada,9,4653.3,517.0333333,71.11111111,54.36666667,20.06666667,0.098944778,Normal,Monitor performance
Ahmedabad - Visakhapatnam,5,2136.7,427.34,72,50.32,19.32,0.0951474,Normal,Monitor performance
Ahmedabad - Warangal,13,9978.2,767.5538462,66.23076923,54.61538462,35.6,0.046396846,Normal,Monitor performance
Ahmedabad - Wardha,6,1122.3,187.05,75.33333333,56.73333333,9.4,0.078478333,Normal,Monitor performance
Ahmedabad - Yavatmal,13,11104,854.1538462,70.69230769,51.3,36.69230769,0.055603154,Normal,Monitor performance
Aizawl - Agartala,6,4734.1,789.0166667,65.33333333,52.25,39.48333333,0.044303667,Low Utilization Lane,Improve load planning and shipment consolidation
Aizawl - Agra,5,5025.3,1005.06,73.6,47.28,45.18,0.0301928,Normal,Monitor performance
Aizawl - Ahmedabad,13,4103.2,315.6307692,70.23076923,48.58461538,20.30769231,0.048579923,Normal,Monitor performance
Aizawl - Ajmer,9,4836,537.3333333,63.77777778,52.25555556,22.81111111,0.037036556,Low Utilization Lane,Improve load planning and shipment consolidation
Aizawl - Akola,8,4844.6,605.575,65.875,46.8625,30.725,0.040443125,Low Utilization Lane,Improve load planning and shipment consolidation
Aizawl - Alwar,6,9026.5,1504.416667,58.66666667,49.78333333,57.75,0.053821833,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Aizawl - Ambala,10,5545.8,554.58,68.2,48.62,24.74,0.0588362,Normal,Monitor performance
Aizawl - Amritsar,11,10752.5,977.5,72,45.54545455,43.37272727,0.045832182,Normal,Monitor performance
Aizawl - Anantapur,6,2190.4,365.0666667,65,51.51666667,17.36666667,0.046439833,Low Utilization Lane,Improve load planning and shipment consolidation
Aizawl - Asansol,11,7137,648.8181818,66.36363636,50.18181818,29.45454545,0.037370818,Normal,Monitor performance
Aizawl - Aurangabad,7,7031.8,1004.542857,75.57142857,49.11428571,39.52857143,0.069642857,Normal,Monitor performance
Aizawl - Bangalore,6,2615.2,435.8666667,67.5,51.06666667,18.25,0.081383167,Normal,Monitor performance
Aizawl - Bareilly,14,2520.4,180.0285714,68.92857143,50.07142857,11.18571429,0.061923429,Normal,Monitor performance
Aizawl - Belagavi,9,3342.7,371.4111111,74.77777778,53.63333333,17.58888889,0.052042889,Normal,Monitor performance
Aizawl - Belgaum,10,9430.6,943.06,76.1,49.56,34.8,0.0698489,Normal,Monitor performance
Aizawl - Bhopal,13,10489.7,806.9,68.61538462,46.66923077,37.94615385,0.050781,Normal,Monitor performance
Aizawl - Bhubaneswar,11,8863.1,805.7363636,65.81818182,48.32727273,42.06363636,0.031813091,Low Utilization Lane,Improve load planning and shipment consolidation
Aizawl - Bikaner,13,10759.3,827.6384615,73.61538462,50.00769231,39.39230769,0.039890769,Normal,Monitor performance
Aizawl - Bilaspur,12,15584.1,1298.675,65.83333333,53.10833333,42.3,0.06553625,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Aizawl - Burhanpur,5,3247,649.4,72,48.32,33.02,0.079458,Normal,Monitor performance
Aizawl - Chandigarh,11,4018.6,365.3272727,67.54545455,50.55454545,16.57272727,0.090663545,Normal,Monitor performance
Aizawl - Chandrapur,14,5822.7,415.9071429,76.85714286,48.36428571,22.19285714,0.064963429,Normal,Monitor performance
Aizawl - Chennai,13,7584.4,583.4153846,71.38461538,49.11538462,27.1,0.063936308,Normal,Monitor performance
Aizawl - Coimbatore,9,10670.3,1185.588889,64,55.73333333,40.03333333,0.037068,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Aizawl - Cuttack,8,5185.6,648.2,74.375,45.3875,23.4375,0.116748375,Normal,Monitor performance
Aizawl - Dehradun,9,3433.1,381.4555556,72.44444444,51.56666667,22.36666667,0.037691889,Normal,Monitor performance
Aizawl - Delhi,6,4193.8,698.9666667,63.5,48.85,37.23333333,0.035710667,Low Utilization Lane,Improve load planning and shipment consolidation
Aizawl - Dhanbad,11,7551.9,686.5363636,71.36363636,51.04545455,30.18181818,0.047220727,Normal,Monitor performance
Aizawl - Erode,9,4653.5,517.0555556,73.33333333,47.73333333,23.9,0.055190333,Normal,Monitor performance
Aizawl - Faridabad,10,3006.3,300.63,70.4,50.21,15.15,0.0378218,Normal,Monitor performance
Aizawl - Ghaziabad,9,6252.1,694.6777778,76.11111111,50.73333333,26.08888889,0.077079667,Normal,Monitor performance
Aizawl - Guntur,9,7112.4,790.2666667,72.11111111,49.01111111,30.06666667,0.058870222,Normal,Monitor performance
Aizawl - Guwahati,10,8242.7,824.27,72.6,50.29,37.66,0.0502409,Normal,Monitor performance
Aizawl - Gwalior,1,99.1,99.1,47,46.9,14,0.012013,Low Utilization Lane,Improve load planning and shipment consolidation
Aizawl - Haldia,8,3296.3,412.0375,79,49.4,22.4375,0.05815675,Normal,Monitor performance
Aizawl - Haridwar,5,4351,870.2,61.4,46.3,33.96,0.0449924,Low Utilization Lane,Improve load planning and shipment consolidation
Aizawl - Hassan,5,2231.7,446.34,71.2,50.2,19.84,0.0385384,Normal,Monitor performance
Aizawl - Hisar,8,4327.7,540.9625,67.125,49.175,30.8375,0.04028675,Normal,Monitor performance
Aizawl - Hubli,10,5548.4,554.84,73.5,50.69,32.4,0.0524769,Normal,Monitor performance
Aizawl - Hyderabad,8,3646.6,455.825,69.875,48.0375,44.6,0.028220375,Normal,Monitor performance
Aizawl - Imphal,13,8127.3,625.1769231,70,47.16153846,28.63076923,0.046345923,Normal,Monitor performance
Aizawl - Indore,18,3183.5,176.8611111,67.44444444,52.32222222,10.57222222,0.060746278,Normal,Monitor performance
Aizawl - Jabalpur,6,1133.6,188.9333333,66.66666667,44.7,15.66666667,0.0217125,Normal,Monitor performance
Aizawl - Jaipur,13,2363.9,181.8384615,70.30769231,47.16153846,11.12307692,0.070242615,Normal,Monitor performance
Aizawl - Jammu,12,8112.3,676.025,76.5,47.90833333,36.50833333,0.07057675,Normal,Monitor performance
Aizawl - Jharsuguda,5,2469.8,493.96,65.8,47.52,24.66,0.0390586,Low Utilization Lane,Improve load planning and shipment consolidation
Aizawl - Kakinada,13,5597.8,430.6,70.69230769,50.30769231,26.43846154,0.037601615,Normal,Monitor performance
Aizawl - Kanpur,8,3971.3,496.4125,72.25,43.9,29.2625,0.062894375,Normal,Monitor performance
Aizawl - Karnal,13,5899.8,453.8307692,68.92307692,50.19230769,26.79230769,0.053925154,Normal,Monitor performance
Aizawl - Karur,13,6788.8,522.2153846,77.69230769,49.93846154,25.5,0.048717923,Normal,Monitor performance
Aizawl - Katni,13,5788,445.2307692,69.15384615,52.41538462,18.34615385,0.055690846,Normal,Monitor performance
Aizawl - Khandwa,12,14808.8,1234.066667,70.25,51.50833333,39.68333333,0.054360417,High Emission Lane,Evaluate cleaner fuel vehicles and routing
Aizawl - Kharagpur,6,3010.9,501.8166667,74,54,29.13333333,0.054727833,Normal,Monitor performance
Aizawl - Kochi,8,2131.9,266.4875,73,53.75,19.3375,0.0216575,Normal,Monitor performance
Aizawl - Kolhapur,11,12847.2,1167.927273,64.81818182,51.93636364,44.11818182,0.053192636,High Emission + Low Utilization,Consolidate shipments and deploy higher efficiency vehicles
Aizawl - Kolkata,10,4129.2,412.92,80.8,50.65,21.54,0.033922,Normal,Monitor performance
Aizawl - Korba,8,8345.7,1043.2125,69.75,45.3,49.4,0.033410375,Normal,Monitor performance
Aizawl - Kota,10,8648.5,864.85,65,49.89,36.57,0.0424408,Low Utilization Lane,Improve load planning and shipment consolidation
Aizawl - Lucknow,16,14205.2,887.825,68.0625,50.3625,37.1125,0.032859,Normal,Monitor performance
Aizawl - Ludhiana,8,7707.8,963.475,79.125,48.7875,32.25,0.101299875,Normal,Monitor performance
Aizawl - Madurai,14,5775,412.5,75.14285714,49.1,20.87142857,0.058717143,Normal,Monitor performance
Aizawl - Meerut,9,6691.6,743.5111111,78.11111111,45.7,43.57777778,0.035077556,Normal,Monitor performance
Aizawl - Mumbai,10,7032.9,703.29,72.4,50.17,34.82,0.0300305,Normal,Monitor performance
Aizawl - Nagpur,14,4293.4,306.6714286,69.35714286,48.07857143,14.77857143,0.069098357,Normal,Monitor performance
Aizawl - Nashik,8,2265.8,283.225,65.625,47.1,12.0875,0.072890625,Low Utilization Lane,Improve load planning and shipment consolidation
Aizawl - Noida,9,4283.7,475.9666667,71.44444444,46.61111111,44.44444444,0.029633889,Normal,Monitor performance
Aizawl - Panipat,14,7314,522.4285714,68.64285714,46.7,20.51428571,0.060398857,Normal,Monitor performance
Aizawl - Prayagraj,6,3576.3,596.05,80.83333333,50.7,23.13333333,0.051998167,Normal,Monitor performance
Aizawl - Raipur,6,4891.4,815.2333333,77.66666667,49.43333333,37.06666667,0.036102333,Normal,Monitor performance
Aizawl - Rajkot,13,6787.1,522.0846154,73.15384615,48.07692308,23.36923077,0.049196308,Normal,Monitor performance
Aizawl - Ranchi,10,2029.1,202.91,65.7,55.88,11.67,0.0582609,Low Utilization Lane,Improve load planning and shipment consolidation
Aizawl - Rewa,6,3973.7,662.2833333,64.66666667,54.73333333,24.13333333,0.056924167,Low Utilization Lane,Improve load planning and shipment consolidation
Aizawl - Rohtak,10,2977.5,297.75,63.8,48.78,20.45,0.0433021,Low Utilization Lane,Improve load planning and shipment consolidation
Aizawl - Rourkela,10,3413,341.3,69.4,46.4,15.64,0.0764078,Normal,Monitor performance
Aizawl - Sagar,10,10870,1087,66.2,47.87,36.16,0.0524388,Normal,Monitor performance
Aizawl - Salem,11,9520.7,865.5181818,65.27272727,48.92727273,33.34545455,0.067924636,Low Utilization Lane,Improve load planning and shipment consolidation
Aizawl - Satna,8,4671.8,583.975,74.75,54.05,23.8125,0.059564875,Normal,Monitor performance
